options: {:version :original, :n-workers 1, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} Total execution time: 4020.726 ms
options: {:version :original, :n-workers 28, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1379.014 ms
options: {:version :original, :n-workers 30, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1437.089 ms
options: {:version :original, :n-workers 32, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1372.481 ms
options: {:version :original, :n-workers 34, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1460.443 ms
options: {:version :original, :n-workers 36, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1457.605 ms
options: {:version :original, :n-workers 38, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1470.436 ms
options: {:version :original, :n-workers 40, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} Total execution time: 1394.009 ms
options: {:version :original, :n-workers 42, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1461.869 ms
options: {:version :original, :n-workers 44, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1464.573 ms
options: {:version :original, :n-workers 46, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1551.636 ms
options: {:version :original, :n-workers 48, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1471.855 ms
options: {:version :original, :n-workers 50, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} Total execution time: 1471.861 ms
options: {:version :original, :n-workers 52, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1470.384 ms
options: {:version :original, :n-workers 54, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1481.833 ms
options: {:version :original, :n-workers 56, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1429.737 ms
options: {:version :original, :n-workers 58, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1545.540 ms
options: {:version :original, :n-workers 60, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1546.801 ms
options: {:version :original, :n-workers 62, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1660.603 ms
options: {:version :original, :n-workers 64, :n-secondary-workers 0, :n-reservations 1000, :n-relations 500, :n-queries 10, :password-work-factor 5} WARNING: number of reservations is not divisible by number of workers. Total execution time: 1635.864 ms
